order_id,week,comment
GC-112307,4,Honestly just not impressed with the food quality.
GC-101344,1,Going through a medical treatment and can't manage cooking at the moment. Loved the quality. Will resubscribe when things settle.
GC-102157,6,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-112975,8,New shift means I'm never home for dinner. I really enjoyed the recipes. I'll come back once I can.
GC-110628,5,Overpriced compared to just buying groceries myself.
GC-113813,6,The recipes got really repetitive and boring after a while.
GC-105211,4,Packaging waste was excessive and it's not worth the price.
GC-113113,2,The recipes got really repetitive and boring after a while.
GC-104779,4,The recipes got really repetitive and boring after a while.
GC-111629,6,no
GC-111827,4,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-110748,5,Quality went downhill and I'm done with it. Never again.
GC-112147,4,Honestly just not impressed with the food quality.
GC-105807,8,The meals just weren't very tasty. Cancelling for good.
GC-103799,8,"Too many ingredients to prep, more work than it's worth."
GC-101797,6,The meals just weren't very tasty. Cancelling for good.
GC-106622,7,Found a cheaper service that I like better.
GC-110183,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-111625,2,Packaging waste was excessive and it's not worth the price.
GC-103975,8,quit
GC-106065,2,Packaging waste was excessive and it's not worth the price.
GC-104128,1,Overpriced compared to just buying groceries myself.
GC-111154,3,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-109980,5,The meals just weren't very tasty. Cancelling for good.
GC-107042,3,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-110972,5,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-102276,5,Honestly just not impressed with the food quality.
GC-103162,3,Quality went downhill and I'm done with it. Never again.
GC-107897,2,cancel
GC-101058,3,Found a cheaper service that I like better.
GC-108339,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-111020,5,"Too many ingredients to prep, more work than it's worth."
GC-108579,4,"Too many ingredients to prep, more work than it's worth."
GC-108107,4,"Too many ingredients to prep, more work than it's worth."
GC-110064,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-105833,2,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-104307,4,Way too expensive for what you get. Not worth it.
GC-110091,4,cancel
GC-107220,5,The meals just weren't very tasty. Cancelling for good.
GC-104277,6,"Just had a baby and life is chaos right now, need to simplify. The recipes were great. Will resubscribe when things settle."
GC-104368,1,Overpriced compared to just buying groceries myself.
GC-104353,2,The meals just weren't very tasty. Cancelling for good.
GC-105747,4,The recipes got really repetitive and boring after a while.
GC-108890,3,"The food quality is great, just need to cut back on spending until my finances recover. I'll come back once I can."
GC-107247,8,Quality went downhill and I'm done with it. Never again.
GC-100548,5,Honestly just not impressed with the food quality.
GC-109101,6,"Too many ingredients to prep, more work than it's worth."
GC-107658,3,Overpriced compared to just buying groceries myself.
GC-107374,7,.
GC-113167,8,"The food quality is great, just need to cut back on spending until my finances recover."
GC-100887,8,Packaging waste was excessive and it's not worth the price.
GC-113263,8,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-100220,5,The recipes got really repetitive and boring after a while.
GC-106405,6,Overpriced compared to just buying groceries myself.
GC-104049,2,Quality went downhill and I'm done with it. Never again.
GC-105876,5,Way too expensive for what you get. Not worth it.
GC-102679,8,Packaging waste was excessive and it's not worth the price.
GC-112612,5,Packaging waste was excessive and it's not worth the price.
GC-107762,3,The recipes got really repetitive and boring after a while.
GC-102356,5,"Relocating for work, changing address soon. Really enjoyed the organic ingredients. Will resubscribe when things settle."
GC-112232,1,cancel
GC-113585,2,Portions were small and the seasoning was bland. Disappointed.
GC-100394,3,Way too expensive for what you get. Not worth it.
GC-103219,4,Some family circumstances mean I have to pause temporarily. The food was wonderful. Hope to be back soon!
GC-110392,1,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Hope to be back soon!"
GC-104756,5,The recipes got really repetitive and boring after a while.
GC-104937,2,Honestly just not impressed with the food quality.
GC-112484,5,Honestly just not impressed with the food quality.
GC-111358,7,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-111555,4,Quality went downhill and I'm done with it. Never again.
GC-110855,8,Honestly just not impressed with the food quality.
GC-110156,5,Way too expensive for what you get. Not worth it.
GC-108295,8,quit
GC-108005,6,Overpriced compared to just buying groceries myself.
GC-100609,2,.
GC-102858,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-113995,4,Quality went downhill and I'm done with it. Never again.
GC-108439,8,Portions were small and the seasoning was bland. Disappointed.
GC-104286,7,Way too expensive for what you get. Not worth it.
GC-111768,1,"The food quality is great, just need to cut back on spending until my finances recover."
GC-100180,5,The meals just weren't very tasty. Cancelling for good.
GC-113911,8,Packaging waste was excessive and it's not worth the price.
GC-109628,5,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-105224,1,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-100613,6,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-105581,6,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-111386,3,Packaging waste was excessive and it's not worth the price.
GC-100463,8,The meals just weren't very tasty. Cancelling for good.
GC-100736,1,Found a cheaper service that I like better.
GC-105862,7,"Too many ingredients to prep, more work than it's worth."
GC-106727,8,Way too expensive for what you get. Not worth it.
GC-105028,5,Packaging waste was excessive and it's not worth the price.
GC-109836,5,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-112944,1,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-108504,1,Quality went downhill and I'm done with it. Never again.
GC-106003,4,Overpriced compared to just buying groceries myself.
GC-105471,8,Portions were small and the seasoning was bland. Disappointed.
GC-113222,7,Moving to a new city next month and not sure about delivery there. The food was delicious.
GC-109703,8,Found a cheaper service that I like better.
GC-108796,5,Honestly just not impressed with the food quality.
GC-106224,1,Honestly just not impressed with the food quality.
GC-109366,7,Honestly just not impressed with the food quality.
GC-101293,6,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-102110,7,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-108896,1,none
GC-106223,8,Found a cheaper service that I like better.
GC-100022,7,Portions were small and the seasoning was bland. Disappointed.
GC-105838,7,Portions were small and the seasoning was bland. Disappointed.
GC-104066,3,The meals just weren't very tasty. Cancelling for good.
GC-101142,7,Found a cheaper service that I like better.
GC-103092,5,Portions were small and the seasoning was bland. Disappointed.
GC-106800,1,Honestly just not impressed with the food quality.
GC-101082,3,Packaging waste was excessive and it's not worth the price.
GC-112324,5,"The food quality is great, just need to cut back on spending until my finances recover."
GC-104380,5,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-112689,2,"Too many ingredients to prep, more work than it's worth."
GC-105850,3,The meals just weren't very tasty. Cancelling for good.
GC-112588,5,Moving to a new city next month and not sure about delivery there. The food was delicious.
GC-104833,2,"Too many ingredients to prep, more work than it's worth."
GC-103352,1,Way too expensive for what you get. Not worth it.
GC-112553,2,Honestly just not impressed with the food quality.
GC-113018,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-100092,5,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-105684,5,"Too many ingredients to prep, more work than it's worth."
GC-100907,4,none
GC-111329,2,Found a cheaper service that I like better.
GC-101562,3,"Too many ingredients to prep, more work than it's worth."
GC-108599,8,"The food quality is great, just need to cut back on spending until my finances recover. I'll come back once I can."
GC-101860,5,Found a cheaper service that I like better.
GC-100844,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-112530,3,Found a cheaper service that I like better.
GC-110308,5,Some family circumstances mean I have to pause temporarily. The food was wonderful. Looking forward to returning.
GC-113508,5,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-109944,1,none
GC-108756,5,Packaging waste was excessive and it's not worth the price.
GC-112997,6,Way too expensive for what you get. Not worth it.
GC-111943,8,Portions were small and the seasoning was bland. Disappointed.
GC-111871,8,Honestly just not impressed with the food quality.
GC-111220,5,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-106629,6,Packaging waste was excessive and it's not worth the price.
GC-105568,1,Quality went downhill and I'm done with it. Never again.
GC-110745,2,New shift means I'm never home for dinner. I really enjoyed the recipes. Looking forward to returning.
GC-112832,1,Overpriced compared to just buying groceries myself.
GC-112599,8,Portions were small and the seasoning was bland. Disappointed.
GC-106060,5,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-112738,3,Portions were small and the seasoning was bland. Disappointed.
GC-113369,2,The meals just weren't very tasty. Cancelling for good.
GC-113036,5,Quality went downhill and I'm done with it. Never again.
GC-103054,7,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-108478,7,Quality went downhill and I'm done with it. Never again.
GC-114022,7,Packaging waste was excessive and it's not worth the price.
GC-108531,4,Way too expensive for what you get. Not worth it.
GC-109011,4,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-100544,1,Packaging waste was excessive and it's not worth the price.
GC-107756,5,Way too expensive for what you get. Not worth it.
GC-104898,3,Overpriced compared to just buying groceries myself.
GC-113152,1,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-105489,2,The recipes got really repetitive and boring after a while.
GC-109182,7,Found a cheaper service that I like better.
GC-109537,2,"Too many ingredients to prep, more work than it's worth."
GC-101522,3,Quality went downhill and I'm done with it. Never again.
GC-102828,5,The recipes got really repetitive and boring after a while.
GC-112295,8,Honestly just not impressed with the food quality.
GC-105901,6,"Too many ingredients to prep, more work than it's worth."
GC-107170,3,Honestly just not impressed with the food quality.
GC-110110,7,Found a cheaper service that I like better.
GC-105567,8,Portions were small and the seasoning was bland. Disappointed.
GC-100126,7,Honestly just not impressed with the food quality.
GC-105708,5,Portions were small and the seasoning was bland. Disappointed.
GC-108923,4,-
GC-109855,8,"Too many ingredients to prep, more work than it's worth."
GC-107640,1,Overpriced compared to just buying groceries myself.
GC-104346,3,Overpriced compared to just buying groceries myself.
GC-113646,7,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-103038,7,The recipes got really repetitive and boring after a while.
GC-111080,1,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-104593,2,The recipes got really repetitive and boring after a while.
GC-111140,5,Honestly just not impressed with the food quality.
GC-110739,4,.
GC-107270,7,"Too many ingredients to prep, more work than it's worth."
GC-102965,6,Way too expensive for what you get. Not worth it.
GC-102035,4,Packaging waste was excessive and it's not worth the price.
GC-111434,3,Overpriced compared to just buying groceries myself.
GC-100365,6,Way too expensive for what you get. Not worth it.
GC-102646,7,Way too expensive for what you get. Not worth it.
GC-108700,5,Packaging waste was excessive and it's not worth the price.
GC-114033,2,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-110975,8,-
GC-112855,8,The meals just weren't very tasty. Cancelling for good.
GC-111116,5,Portions were small and the seasoning was bland. Disappointed.
GC-111847,8,"Too many ingredients to prep, more work than it's worth."
GC-102051,4,none
GC-103131,4,Overpriced compared to just buying groceries myself.
GC-109021,6,Overpriced compared to just buying groceries myself.
GC-105583,8,Going through a medical treatment and can't manage cooking at the moment. Loved the quality. Hope to be back soon!
GC-113679,8,"Too many ingredients to prep, more work than it's worth."
GC-110193,2,Packaging waste was excessive and it's not worth the price.
GC-111306,3,Portions were small and the seasoning was bland. Disappointed.
GC-106265,2,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-109349,6,Overpriced compared to just buying groceries myself.
GC-109029,6,I absolutely love these meals but money is really tight right now and I can't afford it this month. I'll come back once I can.
GC-100326,7,none
GC-104438,7,Honestly just not impressed with the food quality.
GC-111456,1,Quality went downhill and I'm done with it. Never again.
GC-101617,2,cancel
GC-114117,6,"Too many ingredients to prep, more work than it's worth."
GC-100404,5,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-114106,3,The recipes got really repetitive and boring after a while.
GC-110882,3,"On the road for a long business trip, won't be home to cook. Really enjoyed it. Will resubscribe when things settle."
GC-106654,7,Portions were small and the seasoning was bland. Disappointed.
GC-101939,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-100093,6,Way too expensive for what you get. Not worth it.
GC-104738,3,The recipes got really repetitive and boring after a while.
GC-103594,3,The recipes got really repetitive and boring after a while.
GC-113629,6,"Too many ingredients to prep, more work than it's worth."
GC-101039,8,"Too many ingredients to prep, more work than it's worth."
GC-101594,3,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-109704,1,Found a cheaper service that I like better.
GC-112096,1,Honestly just not impressed with the food quality.
GC-105960,1,The recipes got really repetitive and boring after a while.
GC-106698,3,The meals just weren't very tasty. Cancelling for good.
GC-103031,8,The recipes got really repetitive and boring after a while.
GC-113253,6,Overpriced compared to just buying groceries myself.
GC-109600,1,Found a cheaper service that I like better.
GC-112409,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-101765,6,New shift means I'm never home for dinner. I really enjoyed the recipes. Looking forward to returning.
GC-114074,3,Packaging waste was excessive and it's not worth the price.
GC-109906,3,Found a cheaper service that I like better.
GC-103786,3,cancel
GC-108968,1,Honestly just not impressed with the food quality.
GC-103313,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-111767,8,The meals just weren't very tasty. Cancelling for good.
GC-109682,3,Way too expensive for what you get. Not worth it.
GC-109840,1,cancel
GC-107090,3,Portions were small and the seasoning was bland. Disappointed.
GC-107866,3,Honestly just not impressed with the food quality.
GC-110521,2,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-100661,6,Found a cheaper service that I like better.
GC-106636,5,Packaging waste was excessive and it's not worth the price.
GC-105198,7,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-106096,1,The meals just weren't very tasty. Cancelling for good.
GC-107560,1,n/a
GC-105738,3,quit
GC-103963,4,Found a cheaper service that I like better.
GC-102329,2,Way too expensive for what you get. Not worth it.
GC-105360,1,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-111538,3,Portions were small and the seasoning was bland. Disappointed.
GC-100896,1,"The food quality is great, just need to cut back on spending until my finances recover."
GC-106207,8,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-110721,2,Packaging waste was excessive and it's not worth the price.
GC-111665,2,Portions were small and the seasoning was bland. Disappointed.
GC-108936,1,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-109512,1,Honestly just not impressed with the food quality.
GC-105144,1,The meals just weren't very tasty. Cancelling for good.
GC-100901,6,Overpriced compared to just buying groceries myself.
GC-108726,7,"Too many ingredients to prep, more work than it's worth."
GC-108924,5,stop
GC-106534,7,Honestly just not impressed with the food quality.
GC-111685,6,Quality went downhill and I'm done with it. Never again.
GC-111260,5,Packaging waste was excessive and it's not worth the price.
GC-103939,4,Portions were small and the seasoning was bland. Disappointed.
GC-102186,3,Found a cheaper service that I like better.
GC-104322,3,Way too expensive for what you get. Not worth it.
GC-109209,2,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-113906,3,The recipes got really repetitive and boring after a while.
GC-100626,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-100543,8,Quality went downhill and I'm done with it. Never again.
GC-101614,7,Way too expensive for what you get. Not worth it.
GC-102780,5,Recovering from surgery and my doctor changed my diet for now. The meals were great while they lasted. Will resubscribe when things settle.
GC-104646,7,Found a cheaper service that I like better.
GC-102155,4,no
GC-108141,6,Honestly just not impressed with the food quality.
GC-104917,6,quit
GC-106576,1,The meals just weren't very tasty. Cancelling for good.
GC-113866,3,"Too many ingredients to prep, more work than it's worth."
GC-102871,8,Packaging waste was excessive and it's not worth the price.
GC-102277,6,Quality went downhill and I'm done with it. Never again.
GC-102427,4,Overpriced compared to just buying groceries myself.
GC-107623,8,cancel
GC-112972,5,"The food quality is great, just need to cut back on spending until my finances recover."
GC-101543,8,The meals just weren't very tasty. Cancelling for good.
GC-105842,3,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-103187,4,no comment
GC-101462,7,Found a cheaper service that I like better.
GC-108467,4,The meals just weren't very tasty. Cancelling for good.
GC-107159,8,Found a cheaper service that I like better.
GC-100243,4,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-110006,7,done
GC-112349,6,Moving to a new city next month and not sure about delivery there. The food was delicious. Hope to be back soon!
GC-111356,5,Overpriced compared to just buying groceries myself.
GC-104636,5,"Too many ingredients to prep, more work than it's worth."
GC-111801,2,New shift means I'm never home for dinner. I really enjoyed the recipes. Looking forward to returning.
GC-111166,7,Overpriced compared to just buying groceries myself.
GC-105059,4,Overpriced compared to just buying groceries myself.
GC-103257,2,n/a
GC-104885,6,Found a cheaper service that I like better.
GC-102185,2,no comment
GC-107814,7,Honestly just not impressed with the food quality.
GC-109164,5,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-103011,4,New shift means I'm never home for dinner. I really enjoyed the recipes. Will resubscribe when things settle.
GC-108689,2,Packaging waste was excessive and it's not worth the price.
GC-103903,8,Found a cheaper service that I like better.
GC-107614,7,Overpriced compared to just buying groceries myself.
GC-107293,6,Portions were small and the seasoning was bland. Disappointed.
GC-102165,6,Honestly just not impressed with the food quality.
GC-110212,5,The meals just weren't very tasty. Cancelling for good.
GC-103068,5,Way too expensive for what you get. Not worth it.
GC-104061,6,Honestly just not impressed with the food quality.
GC-107261,6,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-107535,8,"Too many ingredients to prep, more work than it's worth."
GC-103955,4,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-110423,8,Overpriced compared to just buying groceries myself.
GC-109566,7,-
GC-111772,5,Found a cheaper service that I like better.
GC-106739,4,The recipes got really repetitive and boring after a while.
GC-104848,1,Portions were small and the seasoning was bland. Disappointed.
GC-111944,1,Packaging waste was excessive and it's not worth the price.
GC-101952,1,Packaging waste was excessive and it's not worth the price.
GC-104811,4,Quality went downhill and I'm done with it. Never again.
GC-112286,7,Found a cheaper service that I like better.
GC-110412,5,Packaging waste was excessive and it's not worth the price.
GC-104219,4,The recipes got really repetitive and boring after a while.
GC-111643,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-101408,1,Portions were small and the seasoning was bland. Disappointed.
GC-113909,6,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-113873,2,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-102217,2,Quality went downhill and I'm done with it. Never again.
GC-108249,2,Found a cheaper service that I like better.
GC-102046,7,The recipes got really repetitive and boring after a while.
GC-113102,7,"Too many ingredients to prep, more work than it's worth."
GC-108022,7,Overpriced compared to just buying groceries myself.
GC-111101,6,Found a cheaper service that I like better.
GC-100001,2,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Looking forward to returning.
GC-102432,1,"Too many ingredients to prep, more work than it's worth."
GC-102930,3,The recipes got really repetitive and boring after a while.
GC-111258,3,-
GC-102601,2,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Will resubscribe when things settle."
GC-108218,3,"Too many ingredients to prep, more work than it's worth."
GC-104944,1,The meals just weren't very tasty. Cancelling for good.
GC-106479,8,"Too many ingredients to prep, more work than it's worth."
GC-102765,6,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-103339,4,"The food quality is great, just need to cut back on spending until my finances recover."
GC-107319,8,Portions were small and the seasoning was bland. Disappointed.
GC-109728,1,none
GC-108573,6,quit
GC-107696,1,quit
GC-108221,6,The meals just weren't very tasty. Cancelling for good.
GC-105592,1,"In the middle of a move to a new apartment. Great recipes, will miss them."
GC-109509,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-103797,6,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-100214,7,Packaging waste was excessive and it's not worth the price.
GC-111458,3,The recipes got really repetitive and boring after a while.
GC-111947,4,Found a cheaper service that I like better.
GC-107867,4,Honestly just not impressed with the food quality.
GC-111442,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-102097,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-101723,4,"Too many ingredients to prep, more work than it's worth."
GC-110727,8,"Too many ingredients to prep, more work than it's worth."
GC-105521,2,Way too expensive for what you get. Not worth it.
GC-103951,8,Some family circumstances mean I have to pause temporarily. The food was wonderful. Hope to be back soon!
GC-107800,1,The recipes got really repetitive and boring after a while.
GC-105478,7,Way too expensive for what you get. Not worth it.
GC-103097,2,Packaging waste was excessive and it's not worth the price.
GC-101187,4,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-104518,7,Overpriced compared to just buying groceries myself.
GC-104759,8,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-112493,6,Quality went downhill and I'm done with it. Never again.
GC-101177,2,Overpriced compared to just buying groceries myself.
GC-114026,3,Quality went downhill and I'm done with it. Never again.
GC-104248,1,no
GC-102565,6,no comment
GC-100618,3,Packaging waste was excessive and it's not worth the price.
GC-105537,2,Way too expensive for what you get. Not worth it.
GC-103525,6,Health issue means I need a different diet temporarily. Wonderful food otherwise.
GC-109993,2,The meals just weren't very tasty. Cancelling for good.
GC-100166,7,Honestly just not impressed with the food quality.
GC-101545,2,-
GC-106006,7,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-104887,8,Portions were small and the seasoning was bland. Disappointed.
GC-104617,2,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-102459,4,"Too many ingredients to prep, more work than it's worth."
GC-101670,7,The recipes got really repetitive and boring after a while.
GC-113941,6,"Too many ingredients to prep, more work than it's worth."
GC-110345,2,quit
GC-111483,4,"Too many ingredients to prep, more work than it's worth."
GC-104993,2,n/a
GC-113908,5,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-106236,5,Quality went downhill and I'm done with it. Never again.
GC-113700,5,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-110578,3,Quality went downhill and I'm done with it. Never again.
GC-100464,1,Found a cheaper service that I like better.
GC-100417,2,The meals just weren't very tasty. Cancelling for good.
GC-111790,7,Quality went downhill and I'm done with it. Never again.
GC-105266,3,The meals just weren't very tasty. Cancelling for good.
GC-103212,5,Packaging waste was excessive and it's not worth the price.
GC-104419,4,Way too expensive for what you get. Not worth it.
GC-111682,3,Honestly just not impressed with the food quality.
GC-105712,1,Honestly just not impressed with the food quality.
GC-113379,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-103335,8,Portions were small and the seasoning was bland. Disappointed.
GC-102238,7,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-109867,4,Packaging waste was excessive and it's not worth the price.
GC-105664,1,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-108279,8,Health issue means I need a different diet temporarily. Wonderful food otherwise.
GC-113060,5,cancel
GC-112448,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-104347,4,I absolutely love these meals but money is really tight right now and I can't afford it this month. I'll come back once I can.
GC-106305,2,Honestly just not impressed with the food quality.
GC-109733,6,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-113356,5,The meals just weren't very tasty. Cancelling for good.
GC-113965,6,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-107025,2,The meals just weren't very tasty. Cancelling for good.
GC-114148,5,Found a cheaper service that I like better.
GC-105142,7,Quality went downhill and I'm done with it. Never again.
GC-109166,7,Found a cheaper service that I like better.
GC-103359,8,Overpriced compared to just buying groceries myself.
GC-111929,2,Way too expensive for what you get. Not worth it.
GC-108708,5,Found a cheaper service that I like better.
GC-112597,6,The meals just weren't very tasty. Cancelling for good.
GC-107718,7,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Will resubscribe when things settle."
GC-105819,4,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-106232,1,Honestly just not impressed with the food quality.
GC-100953,2,Quality went downhill and I'm done with it. Never again.
GC-107217,2,Found a cheaper service that I like better.
GC-100058,3,Honestly just not impressed with the food quality.
GC-105322,3,Found a cheaper service that I like better.
GC-104326,7,The meals just weren't very tasty. Cancelling for good.
GC-110350,7,stop
GC-102311,8,Overpriced compared to just buying groceries myself.
GC-102997,6,The recipes got really repetitive and boring after a while.
GC-106660,5,stop
GC-111609,2,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. I'll come back once I can."
GC-103023,8,The meals just weren't very tasty. Cancelling for good.
GC-114146,3,"In the middle of a move to a new apartment. Great recipes, will miss them."
GC-105027,4,The recipes got really repetitive and boring after a while.
GC-104549,6,Portions were small and the seasoning was bland. Disappointed.
GC-112660,5,"Too many ingredients to prep, more work than it's worth."
GC-102921,2,Portions were small and the seasoning was bland. Disappointed.
GC-108001,2,Quality went downhill and I'm done with it. Never again.
GC-102977,2,Packaging waste was excessive and it's not worth the price.
GC-100254,7,The meals just weren't very tasty. Cancelling for good.
GC-104424,1,Portions were small and the seasoning was bland. Disappointed.
GC-107918,7,Honestly just not impressed with the food quality.
GC-107496,1,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-108551,8,Found a cheaper service that I like better.
GC-106751,8,"Too many ingredients to prep, more work than it's worth."
GC-105029,6,Quality went downhill and I'm done with it. Never again.
GC-113868,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-113077,6,Packaging waste was excessive and it's not worth the price.
GC-107388,5,none
GC-110655,8,I absolutely love these meals but money is really tight right now and I can't afford it this month. Looking forward to returning.
GC-113580,5,Packaging waste was excessive and it's not worth the price.
GC-100992,1,Found a cheaper service that I like better.
GC-104270,7,Overpriced compared to just buying groceries myself.
GC-101961,2,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-108166,7,"Too many ingredients to prep, more work than it's worth."
GC-113426,3,Overpriced compared to just buying groceries myself.
GC-104748,5,Found a cheaper service that I like better.
GC-107659,4,Way too expensive for what you get. Not worth it.
GC-105704,1,Honestly just not impressed with the food quality.
GC-104542,7,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Hope to be back soon!
GC-110416,1,none
GC-107479,8,n/a
GC-113493,6,Packaging waste was excessive and it's not worth the price.
GC-101445,6,Portions were small and the seasoning was bland. Disappointed.
GC-112206,7,.
GC-110911,8,Honestly just not impressed with the food quality.
GC-100418,3,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-109192,1,Packaging waste was excessive and it's not worth the price.
GC-105641,2,Quality went downhill and I'm done with it. Never again.
GC-109397,6,Portions were small and the seasoning was bland. Disappointed.
GC-100947,4,.
GC-100412,5,no
GC-112902,7,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-111159,8,done
GC-100727,8,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-108444,5,Found a cheaper service that I like better.
GC-111006,7,The recipes got really repetitive and boring after a while.
GC-113000,1,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-110294,7,Way too expensive for what you get. Not worth it.
GC-114176,1,Overpriced compared to just buying groceries myself.
GC-110610,3,Honestly just not impressed with the food quality.
GC-101929,2,Honestly just not impressed with the food quality.
GC-110293,6,Way too expensive for what you get. Not worth it.
GC-105214,7,Way too expensive for what you get. Not worth it.
GC-107780,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-109581,6,"The food quality is great, just need to cut back on spending until my finances recover."
GC-100868,5,New shift means I'm never home for dinner. I really enjoyed the recipes.
